2006 280
2007 2468
2008 2635
2009 2548
2010 1684
2011 3150
2012 2180
2013 2708
2014 2426
2015 2021
2016 2348
2017 1734
2018 1598
2019 1369
2020 1573
2021 1214
2022 1332
2023 1247
2024 1228
